,cpu_statistics_task_percent_guest,stack_utilization_time,pagefaults_task_pid,task_switching_time,cpu_statistics_task_percent_usr,kernel_statistics_uid,task_switching_uid,stack_utilization_pid,stack_utilization_uid,pagefaults_task_minflt_s,pagefaults_task_time,threads_child_time,threads_task_time,threads_task_percent_guest,cpu_statistics_child_time,policy_pid,cpu_statistics_task_time,kernel_statistics_time,threads_task_percent_usr,pagefaults_child_time,kernel_tables_uid,pagefaults_task_rss,kernel_tables_pid,cpu_statistics_task_pid,kernel_statistics_kb_wr_s,cpu_statistics_task_cpu,threads_child_uid,pagefaults_task_percent_mem,kernel_tables_time,cpu_statistics_task_percent_cpu,kernel_statistics_kb_rd_s,cpu_statistics_child_uid,pagefaults_task_vsz,task_switching_pid,task_switching_nvcswch_s,pagefaults_task_uid,policy_time,policy_uid,cpu_statistics_task_uid,threads_task_percent_cpu,cpu_statistics_task_percent_system,kernel_statistics_pid,cpu_statistics_child_pid,stack_utilization_stkref,threads_task_uid,pagefaults_task_majflt_s,pagefaults_child_uid,stack_utilization_stksize,threads_task_percent_system,pagefaults_child_pid,task_switching_cswch_s,kernel_statistics_kb_ccwr_s,threads_task_cpu,timepoint
70,0.0,233110,20,233111,0.0,0,0,20,0,0.0,233110,233111,233111,0.0,233110,20,233110,233110,0.0,233110,0,3164,20,20,0.0,2,0,0.02,233111,0.0,0.0,0,6548,20,0.0,0,233110,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,6.0
71,0.0,233110,20,233111,0.0,0,0,20,0,0.0,233110,233111,233111,0.0,233110,20,233110,233110,0.0,233110,0,3164,20,20,0.0,2,0,0.02,233111,0.0,0.0,0,6548,20,0.0,0,233110,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,6.0
72,0.0,233110,20,233111,0.0,0,0,20,0,0.0,233110,233111,233111,0.0,233110,20,233110,233110,0.0,233110,0,3164,20,20,0.0,2,0,0.02,233111,0.0,0.0,0,6548,20,0.0,0,233110,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,6.0
73,0.0,233110,20,233111,0.0,0,0,20,0,0.0,233110,233111,233111,0.0,233110,20,233110,233110,0.0,233110,0,3164,20,20,0.0,2,0,0.02,233111,0.0,0.0,0,6548,20,0.0,0,233110,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,6.0
74,0.0,233110,20,233111,0.0,0,0,20,0,0.0,233110,233111,233111,0.0,233110,20,233110,233110,0.0,233110,0,3164,20,20,0.0,2,0,0.02,233111,0.0,0.0,0,6548,20,0.0,0,233110,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,6.0
75,0.0,233110,20,233111,0.0,0,0,20,0,0.0,233110,233111,233111,0.0,233110,20,233110,233110,0.0,233110,0,3164,20,20,0.0,2,0,0.02,233111,0.0,0.0,0,6548,20,0.0,0,233110,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,6.0
76,0.0,233110,20,233111,0.0,0,0,20,0,0.0,233110,233111,233111,0.0,233110,20,233110,233110,0.0,233110,0,3164,20,20,0.0,2,0,0.02,233111,0.0,0.0,0,6548,20,0.0,0,233110,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,6.0
77,0.0,233113,20,233113,0.0,0,0,20,0,0.0,233113,233113,233113,0.0,233113,20,233113,233113,0.0,233113,0,3164,20,20,0.0,2,0,0.02,233113,0.0,0.0,0,6548,20,0.0,0,233113,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,7.0
78,0.0,233113,20,233113,0.0,0,0,20,0,0.0,233113,233113,233113,0.0,233113,20,233113,233113,0.0,233113,0,3164,20,20,0.0,2,0,0.02,233113,0.0,0.0,0,6548,20,0.0,0,233113,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,7.0
79,0.0,233113,20,233113,0.0,0,0,20,0,0.0,233113,233113,233113,0.0,233113,20,233113,233113,0.0,233113,0,3164,20,20,0.0,2,0,0.02,233113,0.0,0.0,0,6548,20,0.0,0,233113,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,7.0
80,0.0,233113,20,233113,0.0,0,0,20,0,0.0,233113,233113,233113,0.0,233113,20,233113,233113,0.0,233113,0,3164,20,20,0.0,2,0,0.02,233113,0.0,0.0,0,6548,20,0.0,0,233113,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,7.0
81,0.0,233113,20,233113,0.0,0,0,20,0,0.0,233113,233113,233113,0.0,233113,20,233113,233113,0.0,233113,0,3164,20,20,0.0,2,0,0.02,233113,0.0,0.0,0,6548,20,0.0,0,233113,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,7.0
82,0.0,233113,20,233113,0.0,0,0,20,0,0.0,233113,233113,233113,0.0,233113,20,233113,233113,0.0,233113,0,3164,20,20,0.0,2,0,0.02,233113,0.0,0.0,0,6548,20,0.0,0,233113,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,7.0
83,0.0,233113,20,233113,0.0,0,0,20,0,0.0,233113,233113,233113,0.0,233113,20,233113,233113,0.0,233113,0,3164,20,20,0.0,2,0,0.02,233113,0.0,0.0,0,6548,20,0.0,0,233113,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,7.0
84,0.0,233113,20,233113,0.0,0,0,20,0,0.0,233113,233113,233113,0.0,233113,20,233113,233113,0.0,233113,0,3164,20,20,0.0,2,0,0.02,233113,0.0,0.0,0,6548,20,0.0,0,233113,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,7.0
85,0.0,233113,20,233113,0.0,0,0,20,0,0.0,233113,233113,233113,0.0,233113,20,233113,233113,0.0,233113,0,3164,20,20,0.0,2,0,0.02,233113,0.0,0.0,0,6548,20,0.0,0,233113,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,7.0
86,0.0,233113,20,233113,0.0,0,0,20,0,0.0,233113,233113,233113,0.0,233113,20,233113,233113,0.0,233113,0,3164,20,20,0.0,2,0,0.02,233113,0.0,0.0,0,6548,20,0.0,0,233113,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,7.0
87,0.0,233113,20,233113,0.0,0,0,20,0,0.0,233113,233113,233113,0.0,233113,20,233113,233113,0.0,233113,0,3164,20,20,0.0,2,0,0.02,233113,0.0,0.0,0,6548,20,0.0,0,233113,0,0,0.0,0.0,20,20,52,0,0.0,0,132,0.0,20,0.0,0.0,2,7.0
88,0.0,233116,20,233116,0.0,0,0,20,0,0.0,233116,233116,233116,0.0,233116,20,233116,233116,0.0,233116,0,3164,20,20,0.0,1,0,0.02,233116,0.0,0.0,0,6548,20,0.0,0,233116,0,0,0.0,0.0,20,20,12,0,0.0,0,132,0.0,20,0.0,0.0,1,8.0
89,0.0,233116,20,233116,0.0,0,0,20,0,0.0,233116,233116,233116,0.0,233116,20,233116,233116,0.0,233116,0,3164,20,20,0.0,1,0,0.02,233116,0.0,0.0,0,6548,20,0.0,0,233116,0,0,0.0,0.0,20,20,12,0,0.0,0,132,0.0,20,0.0,0.0,1,8.0
90,0.0,233116,20,233116,0.0,0,0,20,0,0.0,233116,233116,233116,0.0,233116,20,233116,233116,0.0,233116,0,3164,20,20,0.0,1,0,0.02,233116,0.0,0.0,0,6548,20,0.0,0,233116,0,0,0.0,0.0,20,20,12,0,0.0,0,132,0.0,20,0.0,0.0,1,8.0
91,0.0,233116,20,233116,0.0,0,0,20,0,0.0,233116,233116,233116,0.0,233116,20,233116,233116,0.0,233116,0,3164,20,20,0.0,1,0,0.02,233116,0.0,0.0,0,6548,20,0.0,0,233116,0,0,0.0,0.0,20,20,12,0,0.0,0,132,0.0,20,0.0,0.0,1,8.0
92,0.0,233116,20,233116,0.0,0,0,20,0,0.0,233116,233116,233116,0.0,233116,20,233116,233116,0.0,233116,0,3164,20,20,0.0,1,0,0.02,233116,0.0,0.0,0,6548,20,0.0,0,233116,0,0,0.0,0.0,20,20,12,0,0.0,0,132,0.0,20,0.0,0.0,1,8.0
93,0.0,233116,20,233116,0.0,0,0,20,0,0.0,233116,233116,233116,0.0,233116,20,233116,233116,0.0,233116,0,3164,20,20,0.0,1,0,0.02,233116,0.0,0.0,0,6548,20,0.0,0,233116,0,0,0.0,0.0,20,20,12,0,0.0,0,132,0.0,20,0.0,0.0,1,8.0
94,0.0,233116,20,233116,0.0,0,0,20,0,0.0,233116,233116,233116,0.0,233116,20,233116,233116,0.0,233116,0,3164,20,20,0.0,1,0,0.02,233116,0.0,0.0,0,6548,20,0.0,0,233116,0,0,0.0,0.0,20,20,12,0,0.0,0,132,0.0,20,0.0,0.0,1,8.0
95,0.0,233116,20,233116,0.0,0,0,20,0,0.0,233116,233116,233116,0.0,233116,20,233116,233116,0.0,233116,0,3164,20,20,0.0,1,0,0.02,233116,0.0,0.0,0,6548,20,0.0,0,233116,0,0,0.0,0.0,20,20,12,0,0.0,0,132,0.0,20,0.0,0.0,1,8.0
96,0.0,233116,20,233116,0.0,0,0,20,0,0.0,233116,233116,233116,0.0,233116,20,233116,233116,0.0,233116,0,3164,20,20,0.0,1,0,0.02,233116,0.0,0.0,0,6548,20,0.0,0,233116,0,0,0.0,0.0,20,20,12,0,0.0,0,132,0.0,20,0.0,0.0,1,8.0
97,0.0,233116,20,233116,0.0,0,0,20,0,0.0,233116,233116,233116,0.0,233116,20,233116,233116,0.0,233116,0,3164,20,20,0.0,1,0,0.02,233116,0.0,0.0,0,6548,20,0.0,0,233116,0,0,0.0,0.0,20,20,12,0,0.0,0,132,0.0,20,0.0,0.0,1,8.0
98,0.0,233116,20,233116,0.0,0,0,20,0,0.0,233116,233116,233116,0.0,233116,20,233116,233116,0.0,233116,0,3164,20,20,0.0,1,0,0.02,233116,0.0,0.0,0,6548,20,0.0,0,233116,0,0,0.0,0.0,20,20,12,0,0.0,0,132,0.0,20,0.0,0.0,1,8.0
